S.No.,EmployeeID,Managerial Status,Team Size,Work Schedule Flexibility,Project Type,Tenure,Work Hours Per Week,Commute Distance,Churn
4914,4994-OBRSZ,Manager,Large,Flexible,Research,20,31.805,3.1096,No
4915,0562-FGDCR,Manager,Large,Flexible,Development,78,31.7275,11.8613,No
4916,2436-QBZFP,Non-Manager,Small,Flexible,Maintenance,28,29.96,2.6998,No
4917,3420-YJLQT,Manager,Small,Flexible,Maintenance,8,31.9775,1.3035,No
4918,6040-CGACY,Manager,Small,Flexible,Development,21,28.98,1.5988,No
4919,6582-PLFUU,Manager,Large,Flexible,Support,57,28.9775,3.1735,No
4920,8242-PDSGJ,Non-Manager,Large,Fixed,Support,76,29.9575,6.3855,No
4921,0264-CNITK,Manager,Large,Flexible,Research,77,29.005,3.7792,No
4922,0089-IIQKO,Manager,Small,Fixed,Support,45,32.9975,8.5348,No
4923,7839-NUIAA,Manager,Small,Flexible,Maintenance,67,30.99,8.283,No
4924,6075-QMNRR,Manager,Small,Fixed,Research,58,30.4875,6.0711,No
4925,5378-IKEEG,Non-Manager,Small,Fixed,Maintenance,7,29.7875,1.0715,Yes
4926,5966-EMAZU,Manager,Medium,Fixed,Development,70,33.425,14.7617,No
4927,0440-EKDCF,Manager,Large,Fixed,Support,68,31.0075,8.5064,No
4928,4774-HHGGS,Manager,Large,Flexible,Development,36,28.9525,2.2751,No
4929,2718-GAXQD,Manager,Small,Flexible,Maintenance,10,30.3,1.3632,Yes
4930,2055-BFOCC,Manager,Medium,Fixed,Research,69,32.2,11.6591,No
4931,8180-AKMJV,Manager,Small,Fixed,Support,7,30.2275,1.0891,No
4932,4298-OYIFC,Manager,Small,Fixed,Maintenance,21,33.1725,4.0796,No
4933,5566-SOEZD,Manager,Medium,Fixed,Support,33,32.0325,5.4195,No
4934,9842-EFSYY,Non-Manager,Small,Fixed,Development,10,30.86,1.4475,No
4935,2272-WUSPA,Manager,Large,Fixed,Maintenance,78,33.5375,16.5034,No
4936,4584-LBNMK,Manager,Medium,Flexible,Support,51,29.235,3.3487,No
4937,3898-GUYTS,Manager,Small,Fixed,Maintenance,51,32.8525,9.7701,No
4938,0930-EHUZA,Manager,Medium,Fixed,Development,42,31.8175,6.2127,No
4939,6413-XKKPU,Manager,Small,Fixed,Maintenance,23,32.47,4.0789,Yes
4940,9975-SKRNR,Manager,Small,Flexible,Development,7,28.945,1.0378,No
4941,3703-KBKZP,Manager,Small,Fixed,Research,22,31.7225,3.5227,No
4942,1449-XQEMT,Manager,Small,Fixed,Development,9,28.99,1.1163,Yes
4943,2626-URJFX,Manager,Small,Fixed,Maintenance,10,30.545,1.4512,Yes
4944,4973-MGTON,Manager,Large,Fixed,Support,77,32.22,12.9386,No
4945,3682-YEUWS,Manager,Small,Fixed,Development,16,29.22,1.5078,No
4946,1223-UNPKS,Manager,Large,Flexible,Development,26,29.0025,1.8,No
4947,2612-RRIDN,Manager,Small,Fixed,Maintenance,10,32.05,1.6817,Yes
4948,4735-ASGMA,Manager,Small,Fixed,Maintenance,32,32.9175,6.0306,Yes
4949,3446-QDSZF,Manager,Small,Flexible,Support,10,30.775,1.4547,No
4950,3669-LVWZB,Non-Manager,Small,Fixed,Development,11,30.55,1.6119,Yes
4951,6892-EZDTG,Manager,Small,Fixed,Maintenance,10,32.5825,1.7308,Yes
4952,5117-IFGPS,Manager,Small,Fixed,Maintenance,35,32.215,5.7155,No
4953,7379-FNIUJ,Manager,Small,Flexible,Maintenance,8,33.01,1.397,No
4954,1627-AFWVJ,Manager,Large,Flexible,Development,35,28.97,2.1085,No
4955,9725-SCPZG,Manager,Small,Fixed,Maintenance,7,32.5425,1.1817,Yes
4956,5884-GCYMI,Manager,Small,Flexible,Development,7,31.47,1.1388,Yes
4957,3217-FZDMN,Manager,Small,Fixed,Support,14,32.7225,2.4859,Yes
4958,4486-EFAEB,Manager,Small,Fixed,Maintenance,19,29.02,1.5033,No
4959,0060-FUALY,Manager,Small,Fixed,Maintenance,65,32.7375,12.1953,No
4960,7853-GVUDZ,Manager,Small,Fixed,Support,7,29.0075,1.0403,Yes
4961,7480-QNVZJ,Manager,Small,Fixed,Maintenance,56,32.785,10.6334,Yes
4962,6954-OOYZZ,Manager,Small,Fixed,Research,24,30.2175,2.5361,No
4963,7088-FBAWU,Manager,Small,Flexible,Development,23,31.7275,3.4316,No
4964,8313-AFGBW,Manager,Large,Flexible,Maintenance,53,31.68,8.0453,No
4965,3943-KDREE,Manager,Small,Fixed,Research,32,31.7475,4.6699,Yes
4966,9239-ZBZZV,Non-Manager,Small,Fixed,Maintenance,12,30.3975,1.6102,Yes
4967,3097-IDVPU,Manager,Small,Flexible,Support,25,30.505,2.8209,No
4968,4398-HSCJH,Manager,Small,Fixed,Maintenance,9,31.18,1.3113,Yes
4969,2197-OMWGI,Non-Manager,Large,Fixed,Maintenance,74,30.65,8.3125,No
4970,2303-PJYHN,Manager,Small,Flexible,Research,8,28.9925,1.104,No
4971,9795-VOWON,Non-Manager,Medium,Fixed,Support,13,29.2175,1.3017,No
4972,1237-WIYYZ,Manager,Small,Fixed,Development,24,28.9775,1.7785,No
4973,1987-AUELQ,Manager,Large,Flexible,Support,77,29.2525,4.7474,No
4974,7852-LECYP,Manager,Small,Flexible,Support,19,32.69,3.522,No
4975,4430-UZIPO,Non-Manager,Small,Fixed,Development,9,29.8425,1.2174,Yes
4976,4822-LPTYJ,Manager,Large,Fixed,Research,78,33.1875,15.6924,No
4977,8165-CBKXO,Non-Manager,Large,Fixed,Support,72,30.8375,8.4168,No
4978,6527-PZFPV,Manager,Medium,Fixed,Support,30,29.04,1.9393,No
4979,4855-SNKMY,Manager,Small,Fixed,Maintenance,7,30.205,1.0882,Yes
4980,9593-CVZKR,Manager,Large,Fixed,Development,62,29.2225,3.7717,No
4981,8595-SIZNC,Manager,Medium,Flexible,Research,28,29.28,2.0976,No
4982,8008-HAWED,Non-Manager,Small,Fixed,Maintenance,20,30.5375,2.4255,Yes
4983,7124-UGSUR,Manager,Medium,Fixed,Support,67,33.22,13.81,Yes
4984,1862-SKORY,Non-Manager,Small,Fixed,Maintenance,46,29.965,4.2748,Yes
4985,5236-XMZJY,Manager,Small,Flexible,Research,48,30.9825,6.0731,No
4986,4827-DPADN,Manager,Large,Fixed,Research,78,32.165,13.0854,No
4987,2694-CIUMO,Manager,Small,Fixed,Support,18,31.9775,2.9165,No
4988,5846-ABOBJ,Manager,Large,Flexible,Research,77,29.2225,4.4613,No
4989,1439-LCGVL,Manager,Medium,Flexible,Development,32,28.96,1.9192,No
4990,0909-SDHNU,Non-Manager,Small,Flexible,Development,13,29.49,1.4039,No
4991,4647-XXZAM,Manager,Small,Flexible,Development,12,30.275,1.5704,No
4992,1502-XFCVR,Manager,Medium,Fixed,Maintenance,64,33.3225,13.2917,Yes
4993,7740-KKCXF,Non-Manager,Small,Fixed,Support,57,29.5025,4.0589,No
4994,5360-XGYAZ,Non-Manager,Large,Fixed,Research,78,31.2825,10.329,No
4995,9692-TUSXH,Manager,Small,Fixed,Maintenance,24,32.8025,4.4814,Yes
4996,7912-SYRQT,Manager,Small,Fixed,Research,13,31.755,2.1059,Yes
4997,3557-HTYWR,Manager,Large,Flexible,Development,53,31.7025,7.9926,No
4998,4816-JBHOV,Manager,Small,Fixed,Maintenance,8,30.235,1.1874,Yes
4999,8920-NAVAY,Manager,Medium,Fixed,Research,68,33.5375,15.1067,No
5000,1699-TLDLZ,Manager,Large,Flexible,Development,22,28.985,1.6031,No
5001,5600-PDUJF,Manager,Small,Fixed,Support,12,30.475,1.6254,No
5002,8292-TYSPY,Manager,Small,Fixed,Support,25,30.75,3.093,Yes
5003,0567-XRHCU,Non-Manager,Large,Fixed,Support,75,30.1975,6.9202,No
5004,1867-BDVFH,Manager,Small,Fixed,Maintenance,17,31.7175,2.6684,Yes
5005,2067-QYTCF,Manager,Small,Fixed,Maintenance,70,33.5575,14.9068,No
5006,2359-QWQUL,Manager,Medium,Fixed,Support,45,33.235,9.2697,Yes
5007,9103-TCIHJ,Manager,Small,Fixed,Development,21,30.785,2.7996,Yes
5008,7407-SUJIZ,Manager,Small,Flexible,Development,31,29.03,2.083,No
5009,9150-KPBJQ,Manager,Large,Flexible,Support,12,28.9825,1.2337,No
5010,0052-DCKON,Manager,Medium,Flexible,Research,72,33.79,16.8843,No
5011,3654-ARMGP,Manager,Large,Flexible,Support,67,32.4325,11.6425,No
5012,9699-UBQFS,Manager,Small,Fixed,Maintenance,49,32.725,9.3136,No
5013,9367-TCUYN,Manager,Small,Flexible,Development,18,29.005,1.4472,No
5014,1261-FWTTE,Non-Manager,Small,Fixed,Research,29,29.7325,2.5369,No
5015,3528-HFRIQ,Non-Manager,Small,Fixed,Research,77,30.615,8.5301,No
5016,0708-SJDIS,Manager,Small,Flexible,Development,40,31.25,5.315,No
5017,4140-WJAWW,Manager,Small,Flexible,Support,11,28.9925,1.2161,Yes
5018,2073-QBVBI,Non-Manager,Medium,Flexible,Development,47,29.7725,3.7833,No
5019,6928-ONTRW,Manager,Large,Flexible,Support,78,28.985,3.7596,No
5020,3320-VEOYC,Manager,Small,Fixed,Maintenance,20,32.78,3.5466,No
5021,5231-FIQPA,Manager,Large,Fixed,Development,47,28.9925,2.6209,No
5022,6617-WLBQC,Manager,Medium,Flexible,Support,29,32.0925,4.6217,No
5023,2599-CIPQE,Manager,Large,Flexible,Support,77,33.465,16.5657,No
5024,6653-CBBOM,Manager,Small,Fixed,Maintenance,7,31.515,1.1406,Yes
5025,8774-GSBUN,Manager,Large,Flexible,Development,78,29.27,4.5942,No
5026,7326-RIGQZ,Manager,Small,Fixed,Maintenance,12,31.49,1.7557,No
5027,1401-FTHFQ,Manager,Medium,Fixed,Support,29,29,1.8906,No
5028,3247-ZVOUO,Manager,Small,Flexible,Maintenance,16,32.2775,2.7035,Yes
5029,0254-FNMCI,Manager,Large,Fixed,Maintenance,78,33.495,16.2484,No
5030,1848-LBZHY,Manager,Small,Fixed,Research,13,30.515,1.7102,No
5031,6101-IMRMM,Manager,Small,Flexible,Development,12,32.725,2.1509,Yes
5032,8118-TJAFG,Manager,Small,Fixed,Maintenance,15,33.075,2.8137,No
5033,5429-LWCMV,Manager,Small,Fixed,Maintenance,18,32.4575,3.1151,No
5034,7298-IZWLY,Manager,Small,Fixed,Development,7,28.97,1.0388,No
5035,9758-MFWGD,Non-Manager,Medium,Flexible,Research,54,29.495,3.7775,No
5036,3955-JBZZM,Manager,Small,Flexible,Maintenance,26,31.94,4.2826,No
5037,1268-ASBGA,Manager,Small,Fixed,Support,22,32.2675,3.7503,Yes
5038,8943-URTMR,Manager,Small,Fixed,Development,8,31.9825,1.3054,Yes
5039,4815-TUMEQ,Manager,Medium,Fixed,Development,16,28.965,1.3704,No
5040,4713-LZDRV,Manager,Small,Fixed,Maintenance,8,31.98,1.3901,Yes
5041,9909-IDLEK,Manager,Small,Flexible,Development,26,32.84,4.6534,No
5042,4092-OFQZS,Manager,Medium,Flexible,Development,26,29.0325,1.835,No
5043,1561-BWHIN,Manager,Medium,Flexible,Development,25,28.99,1.689,No
5044,4325-NFSKC,Manager,Small,Fixed,Maintenance,25,32.53,4.32,Yes
5045,9927-DSWDF,Manager,Small,Fixed,Maintenance,28,33.23,5.3611,No
5046,9500-LTVBP,Manager,Small,Flexible,Support,41,32.0025,6.6718,No
5047,7252-NTGSS,Manager,Small,Flexible,Development,7,30.2575,1.0903,No
5048,8149-AIQCG,Manager,Small,Fixed,Support,45,31.6575,6.4617,No
5049,1360-JYXKQ,Manager,Medium,Fixed,Maintenance,60,32.955,11.8742,No
5050,2955-PSXOE,Manager,Small,Fixed,Research,7,29.01,1.0404,Yes
5051,7762-URZQH,Manager,Large,Fixed,Support,72,33.3025,14.9627,Yes
5052,0899-WZRSD,Manager,Small,Fixed,Development,62,33.2675,12.5889,No
5053,3255-GRXMG,Manager,Small,Fixed,Support,24,30.2825,2.4944,No
5054,4828-FAZPK,Manager,Small,Fixed,Support,22,31.9975,3.5359,No
5055,6094-ZIVKX,Manager,Medium,Fixed,Support,74,30.7225,8.3499,No
5056,6925-BAYGL,Manager,Large,Flexible,Support,59,29.255,3.5512,No
5057,3262-EIDHV,Manager,Large,Flexible,Support,78,32.235,12.7878,No
5058,7354-OIJLX,Manager,Small,Fixed,Maintenance,15,31.7925,2.4493,No
5059,1376-HHBDV,Manager,Small,Fixed,Development,36,30.44,4.0735,No
5060,6907-NZZIJ,Manager,Small,Fixed,Maintenance,42,32.9575,8.2312,Yes
5061,6133-OZILE,Non-Manager,Small,Fixed,Maintenance,24,29.76,2.2146,No
5062,4135-FRWKJ,Manager,Medium,Flexible,Maintenance,61,31.8125,9.3091,No
5063,2911-UREFD,Non-Manager,Small,Flexible,Maintenance,45,30.795,5.3687,Yes
5064,3744-ZRRDZ,Manager,Small,Fixed,Maintenance,27,32.1175,4.7057,Yes
5065,5673-TIYIB,Non-Manager,Small,Fixed,Support,8,30.02,1.1543,Yes
5066,6551-ZCOTS,Manager,Medium,Fixed,Research,39,29.245,2.6956,No
5067,7191-ADRGF,Non-Manager,Large,Flexible,Research,50,30.715,5.7809,No
5068,5018-LXQQG,Manager,Small,Flexible,Research,36,31.315,4.847,No
5069,6892-BOGQE,Manager,Large,Fixed,Research,77,29.045,3.9864,No
5070,1602-IJQQE,Manager,Small,Flexible,Maintenance,10,31.7675,1.6762,Yes
5071,4628-WQCQQ,Manager,Medium,Fixed,Maintenance,41,32.2575,7.0612,Yes
5072,1746-TGTWV,Manager,Small,Flexible,Support,7,31.7675,1.1507,No
5073,5995-SNNEW,Manager,Small,Fixed,Maintenance,29,33.2225,5.3697,No
5074,8050-WYBND,Non-Manager,Medium,Fixed,Support,28,30.4725,3.0628,No
5075,2821-WARNZ,Manager,Medium,Flexible,Support,55,28.9725,2.8426,No
5076,4879-GZLFH,Manager,Small,Fixed,Maintenance,48,32.6075,8.7508,No
5077,1644-IRKSF,Manager,Medium,Fixed,Maintenance,39,32.69,7.249,Yes
5078,8314-HTWVE,Manager,Large,Flexible,Development,13,28.9925,1.2883,No
5079,9402-ROUMJ,Manager,Medium,Fixed,Research,73,33.0125,14.378,No
5080,2507-QZPQS,Manager,Small,Flexible,Maintenance,21,32.785,3.9022,No
5081,7159-NOKYQ,Manager,Large,Fixed,Maintenance,73,32.6575,13.7364,No
5082,5707-ZMDJP,Manager,Large,Fixed,Development,59,31.485,8.4592,No
5083,8779-YIQQA,Manager,Medium,Flexible,Development,27,28.99,1.7002,No
5084,7136-IHZJA,Manager,Small,Fixed,Development,46,31.5675,6.6944,No
5085,8966-OIQHG,Manager,Medium,Flexible,Research,28,29.0375,1.9047,No
5086,7074-STDCN,Non-Manager,Small,Fixed,Maintenance,45,30.03,3.989,No
5087,3705-PSNGL,Manager,Medium,Fixed,Maintenance,51,29.02,2.8609,Yes
5088,8739-QOTTN,Manager,Small,Flexible,Development,8,29.0175,1.0837,No
5089,1399-OUPJN,Manager,Large,Flexible,Research,63,28.9875,3.5441,No
5090,0277-BKSQP,Manager,Small,Fixed,Maintenance,14,30.72,1.9502,No
5091,6502-HCJTI,Manager,Small,Fixed,Support,13,32.735,2.3462,Yes
5092,2606-RMDHZ,Non-Manager,Small,Fixed,Support,12,29.525,1.4174,Yes
5093,5774-XZTQC,Manager,Small,Flexible,Development,13,29.0225,1.3015,No
5094,2676-SSLTO,Manager,Large,Fixed,Research,55,31.3075,7.398,No
5095,6266-QHOJZ,Manager,Medium,Fixed,Maintenance,71,32.4925,12.6893,No
5096,7269-JISCY,Manager,Medium,Flexible,Research,61,30.2525,5.9252,No
5097,0363-SVHYR,Manager,Large,Flexible,Research,77,32.3425,13.5276,No
5098,8547-NSBBO,Manager,Small,Fixed,Development,41,32.8375,7.8068,No
5099,8258-GSTJK,Manager,Small,Fixed,Maintenance,9,31.85,1.4755,Yes
5100,6861-OKBCE,Manager,Small,Flexible,Support,17,29.005,1.4427,Yes
5101,9940-RHLFB,Manager,Small,Flexible,Maintenance,7,31.765,1.1506,Yes
5102,6591-QGOYB,Manager,Small,Fixed,Research,23,33.3325,4.3442,No
5103,9070-BCKQP,Manager,Large,Fixed,Support,78,33.5075,16.7624,No
5104,6421-SZVEM,Manager,Medium,Fixed,Research,34,32.1425,5.6416,No
5105,1328-EUZHC,Manager,Large,Flexible,Development,24,29.005,1.741,No
5106,2995-UPRYS,Manager,Medium,Fixed,Support,46,32.96,9.1244,Yes
5107,8878-RYUKI,Manager,Small,Fixed,Maintenance,58,30.9725,7.0874,No
5108,9633-DENPU,Manager,Small,Fixed,Research,53,30.93,6.4468,No
5109,7811-JIVPF,Manager,Small,Flexible,Support,29,30.485,3.1625,No
5110,7113-HIPFI,Manager,Large,Flexible,Development,72,31.2925,9.1941,No
5111,8541-QVFKM,Manager,Small,Fixed,Maintenance,14,31.675,2.2644,No
5112,6686-YPGHK,Manager,Small,Flexible,Development,53,32.275,9.0846,Yes
5113,1383-EZRWL,Manager,Small,Flexible,Development,13,29.0025,1.3297,Yes
5114,9258-CNWAC,Manager,Large,Flexible,Support,77,33.6825,17.3336,No
5115,5371-VYLSX,Manager,Small,Fixed,Maintenance,56,32.17,9.2274,No
5116,6374-AFWOX,Manager,Large,Flexible,Development,52,31.2825,7.0943,No
5117,4759-TRPLW,Manager,Small,Flexible,Maintenance,7,31.52,1.1408,Yes
5118,5317-FLPJF,Non-Manager,Large,Fixed,Research,72,31.0675,9.3868,No
5119,7621-VPNET,Manager,Small,Fixed,Support,48,32.295,8.4595,No
5120,6034-YMTOB,Manager,Small,Fixed,Development,11,31.7825,1.7989,No
5121,8563-IIOXK,Manager,Medium,Fixed,Maintenance,13,30.4875,1.6626,Yes
5122,4903-CNOZC,Manager,Medium,Flexible,Support,35,31.545,4.9292,No
5123,4353-HYOJD,Manager,Small,Flexible,Development,33,30.4925,3.6723,No
5124,8020-BWHYL,Manager,Small,Fixed,Support,21,31.765,3.2949,Yes
5125,7267-FRMJW,Manager,Large,Flexible,Development,31,29.005,1.9721,No
5126,2982-VPSGI,Manager,Small,Fixed,Maintenance,17,32.7,3.1578,Yes
5127,4188-FRABG,Manager,Small,Fixed,Maintenance,63,33.1525,12.8515,No
5128,8199-ZLLSA,Manager,Medium,Fixed,Research,73,33.9175,16.6083,Yes
5129,4128-ETESU,Manager,Small,Flexible,Maintenance,53,32.985,10.4944,No
5130,0620-DLSLK,Manager,Small,Fixed,Development,19,32.095,3.0578,No
5131,4625-EWPTF,Non-Manager,Small,Fixed,Maintenance,14,29.5225,1.4529,Yes
5132,5980-NOPLP,Manager,Small,Fixed,Maintenance,50,32.805,9.7282,Yes
5133,3850-OKINF,Manager,Medium,Fixed,Maintenance,77,31.31,10.3851,No
5134,6892-XPFPU,Manager,Small,Fixed,Maintenance,30,33.2125,5.8678,Yes
5135,8010-EZLOU,Manager,Small,Fixed,Maintenance,21,32.01,3.4345,Yes
5136,1156-ZFYDO,Manager,Small,Flexible,Maintenance,7,28.9875,1.0395,No
5137,3295-YVUSR,Manager,Small,Fixed,Development,8,31.63,1.3086,No
5138,8016-NCFVO,Manager,Small,Fixed,Maintenance,61,33.825,13.7651,No
5139,4119-ZYPZY,Manager,Large,Fixed,Maintenance,77,33.34,16.2464,No
5140,5549-ZGHFB,Manager,Large,Flexible,Development,56,29.2475,3.5229,No
5141,7577-SWIFR,Manager,Small,Fixed,Maintenance,7,32.4625,1.1785,No
5142,0303-WMMRN,Manager,Small,Fixed,Development,11,28.9625,1.1721,No
5143,6408-OTUBZ,Manager,Medium,Fixed,Research,72,33.2275,14.5581,No
5144,5204-HMGYF,Manager,Medium,Fixed,Development,55,32.36,9.69,No
5145,1078-TDCRN,Non-Manager,Small,Fixed,Maintenance,9,29.5375,1.1657,No
5146,3727-OVPRY,Manager,Medium,Fixed,Support,72,29.285,4.4291,No
5147,3797-FKOGQ,Manager,Small,Flexible,Maintenance,17,32.31,2.7864,No
5148,7622-NXQZR,Non-Manager,Small,Fixed,Support,34,29.505,2.6217,No
5149,6196-HBOBZ,Manager,Large,Fixed,Maintenance,71,32.9675,13.6951,No
5150,3970-XGJDU,Manager,Large,Fixed,Support,68,28.96,3.2473,No
5151,7017-VFULY,Manager,Small,Flexible,Research,8,29.005,1.0863,No
5152,5562-YJQGT,Manager,Small,Flexible,Support,8,29.0175,1.0702,No
5153,8807-OPMBM,Manager,Large,Fixed,Support,61,29.2825,3.776,No
5154,5439-WIKXB,Manager,Small,Fixed,Maintenance,47,32.7275,8.7029,No
5155,9874-QLCLH,Manager,Small,Fixed,Maintenance,23,33.21,4.487,Yes
5156,8294-UIMBA,Manager,Medium,Fixed,Research,36,32.72,6.2762,No
5157,8109-YUOHE,Manager,Medium,Flexible,Development,23,30.805,2.8939,No
5158,5840-NVDCG,Manager,Large,Flexible,Research,22,31.4125,3.2297,No
5159,8092-NLTGF,Manager,Large,Flexible,Research,78,29.2375,4.5552,No
5160,5928-QLDHB,Manager,Small,Fixed,Maintenance,15,31.8125,2.3697,No
5161,9840-EFJQB,Manager,Small,Flexible,Maintenance,7,31.7175,1.1487,No
5162,0696-UKTOX,Manager,Small,Flexible,Maintenance,29,30.7075,3.6249,No
5163,4801-KFYKL,Manager,Small,Flexible,Research,14,28.9725,1.3184,No
5164,3472-OAOOR,Non-Manager,Small,Fixed,Development,25,29.7475,2.2204,No
5165,6135-OZQVA,Manager,Small,Fixed,Maintenance,13,30.6825,1.8087,No
5166,8062-YBDOE,Manager,Small,Fixed,Maintenance,7,31.4825,1.1393,Yes
5167,2252-JHJGE,Manager,Medium,Flexible,Maintenance,67,33.2,13.7269,No
5168,4188-PCPIG,Manager,Large,Fixed,Support,63,31.5175,9.2493,No
5169,6000-APYLU,Manager,Small,Fixed,Maintenance,15,32.04,2.4262,Yes
5170,7105-BENQF,Manager,Medium,Flexible,Development,21,31.2425,2.9015,No
5171,7721-DVEKZ,Manager,Small,Flexible,Development,7,28.9825,1.0393,No
5172,3566-VVORZ,Manager,Small,Flexible,Research,18,30.295,2.0119,No
5173,9507-HSMMZ,Manager,Large,Flexible,Development,60,29,3.2993,No
5174,2480-SQIOB,Manager,Small,Flexible,Maintenance,10,30.24,1.3393,No
5175,0947-IDHRQ,Manager,Small,Fixed,Development,13,32.015,2.0534,Yes
5176,7813-TKCVO,Manager,Medium,Flexible,Development,26,29.0175,1.7863,No
5177,0128-MKWSG,Non-Manager,Small,Flexible,Development,32,30.29,3.294,No
5178,3672-YITQD,Manager,Small,Fixed,Maintenance,42,32.205,7.0432,Yes
5179,4350-ZTLPI,Manager,Medium,Fixed,Research,59,33.4475,12.4364,No
5180,9048-JVYVF,Manager,Small,Fixed,Maintenance,9,31.4675,1.3827,Yes
5181,0361-HJRDX,Non-Manager,Large,Flexible,Support,74,31.2175,10.0792,No
5182,5727-MYATE,Manager,Large,Fixed,Support,78,32.54,13.7952,No
5183,3823-KYNQY,Manager,Medium,Flexible,Support,18,29.2475,1.5608,No
5184,8988-ECPJR,Manager,Small,Fixed,Development,40,31.98,6.4366,Yes
5185,7570-WELNY,Manager,Large,Fixed,Research,74,32.235,12.4221,No
5186,3021-VLNRJ,Manager,Medium,Fixed,Support,56,31.54,7.9563,No
5187,3776-EKTKM,Non-Manager,Small,Fixed,Maintenance,7,29.8225,1.0729,Yes
5188,2080-CAZNM,Manager,Small,Fixed,Maintenance,47,33.22,9.2679,No
5189,1028-FFNJK,Manager,Small,Fixed,Maintenance,36,33.075,6.8353,No
5190,6907-FLBER,Manager,Small,Flexible,Maintenance,7,30.715,1.1086,No
5191,3001-UNBTL,Manager,Small,Fixed,Maintenance,35,33.1975,6.9296,No
5192,5982-PSMKW,Manager,Large,Fixed,Support,29,32.555,5.3966,No
5193,3507-GASNP,Manager,Large,Flexible,Development,66,28.9975,3.3798,No
5194,7096-ZNBZI,Manager,Large,Flexible,Support,78,29.3225,4.829,No
5195,1902-XBTFB,Manager,Small,Fixed,Maintenance,28,32.47,5.003,Yes
5196,1676-MQAOA,Manager,Large,Fixed,Research,78,31.755,11.6727,No
5197,0786-IVLAW,Manager,Medium,Flexible,Research,72,33.405,15.4772,No
5198,7566-DSRLQ,Manager,Large,Fixed,Maintenance,78,33.5075,16.9976,No
5199,0643-OKLRP,Manager,Small,Flexible,Maintenance,53,32.0175,8.6517,Yes
5200,7245-JMTTQ,Manager,Medium,Fixed,Maintenance,57,33.575,12.4065,No
5201,6050-IJRHS,Manager,Medium,Fixed,Maintenance,76,33.325,15.794,No
5202,6202-JVYEU,Manager,Medium,Fixed,Maintenance,15,28.995,1.3292,No
5203,8591-TKMZH,Manager,Large,Fixed,Development,65,33.555,14.1104,No
5204,0734-OXWBT,Manager,Small,Flexible,Development,9,31.535,1.4513,No
5205,4282-ACRXS,Non-Manager,Small,Fixed,Maintenance,44,29.2425,2.9115,No
5206,0365-TRTPY,Manager,Small,Flexible,Research,43,32.56,7.7646,No
5207,7349-ALMUX,Manager,Large,Flexible,Research,43,31.28,5.6276,No
5208,9381-NDKME,Non-Manager,Small,Fixed,Support,30,30.0325,2.8666,Yes
5209,6502-KUGLL,Manager,Small,Flexible,Research,20,30.9725,2.5617,No
5210,1841-YSJGV,Manager,Large,Fixed,Support,78,33.4975,16.7048,No
5211,2794-XIMMO,Non-Manager,Medium,Fixed,Maintenance,59,31.0225,7.3685,Yes
5212,8382-SHQEH,Manager,Small,Fixed,Maintenance,14,32.245,2.5299,Yes
5213,3511-BFTJW,Non-Manager,Large,Flexible,Support,78,29.925,6.526,No
5214,7668-XCFYV,Manager,Small,Fixed,Maintenance,23,32.6275,4.2294,No
5215,2983-ZANRP,Manager,Small,Fixed,Research,8,31.6775,1.2908,Yes
5216,7845-URHJN,Manager,Small,Flexible,Research,14,29.0075,1.3125,Yes
5217,3034-ZBEQN,Non-Manager,Medium,Flexible,Development,54,29.735,4.209,Yes
5218,5018-HEKFO,Manager,Small,Fixed,Development,16,29.225,1.5403,No
5219,2923-ARZLG,Manager,Medium,Fixed,Development,6,28.985,5.566600882,No
5220,3976-NLDEZ,Manager,Small,Flexible,Development,7,29.03,1.0412,No
5221,2282-YGNOR,Manager,Medium,Flexible,Support,35,30.9,4.469,No
5222,5336-UFNZP,Manager,Medium,Fixed,Maintenance,71,33.3725,15.095,No
5223,6854-EXGSF,Manager,Small,Fixed,Research,14,31.275,2.1463,No
5224,1241-EZFMJ,Manager,Large,Flexible,Research,67,29.2725,4.0772,No
5225,9233-PSYHO,Manager,Medium,Fixed,Research,51,33.0075,9.9196,No
5226,5376-PCKNB,Manager,Medium,Fixed,Support,78,33.2225,15.918,No
5227,8044-BGWPI,Manager,Small,Fixed,Maintenance,18,29.0575,1.6121,No
5228,4060-LDNLU,Manager,Small,Flexible,Maintenance,13,32.81,2.2794,No
5229,3589-PPVKW,Manager,Small,Fixed,Development,15,30.22,1.6963,No
5230,8327-LZKAS,Manager,Medium,Fixed,Maintenance,49,33.3775,10.0678,Yes
5231,5887-IKKYO,Manager,Large,Flexible,Research,64,32.7175,12.1273,No
5232,1075-BGWOH,Manager,Small,Fixed,Maintenance,22,32.9375,4.1751,Yes
5233,1755-RMCXH,Manager,Small,Flexible,Development,8,29.015,1.0805,No
5234,0302-JOIVN,Manager,Small,Flexible,Maintenance,14,33.0575,2.6858,Yes
5235,3858-XHYJO,Manager,Medium,Flexible,Research,46,33.2875,9.4571,No
5236,4299-SIMNS,Manager,Small,Fixed,Maintenance,15,32.0575,2.5689,No
5237,7025-IWFHT,Manager,Medium,Fixed,Maintenance,47,32.4775,8.4595,No
5238,6261-LHRTG,Manager,Small,Fixed,Support,32,30.7375,3.8138,No
5239,7841-FCRQD,Manager,Medium,Fixed,Support,39,30.6875,4.7146,No
